linea,fecha,año,mes,semana,min,oee
L3,30-09-2024,2024,sept,40,390,0.69
L3,01-10-2024,2024,oct,40,450,0.64
L3,02-10-2024,2024,oct,40,450,0.53
L3,03-10-2024,2024,oct,40,450,0.62
L3,05-10-2024,2024,oct,40,360,0.60
L3,07-10-2024,2024,oct,41,450,0.64
L3,08-10-2024,2024,oct,41,300,0.73
L3,09-10-2024,2024,oct,41,450,0.59
L3,11-10-2024,2024,oct,41,390,0.67
L3,14-10-2024,2024,oct,42,450,0.64
L3,15-10-2024,2024,oct,42,450,0.73
L3,16-10-2024,2024,oct,42,450,0.68
L3,16-10-2024,2024,oct,42,450,0.53
L3,17-10-2024,2024,oct,42,450,0.60
L3,18-10-2024,2024,oct,42,450,0.65
L3,19-10-2024,2024,oct,42,450,0.60
L3,21-10-2024,2024,oct,43,390,0.69
L3,22-10-2024,2024,oct,43,360,0.65
L3,22-10-2024,2024,oct,43,450,0.44
L3,23-10-2024,2024,oct,43,450,0.58
L3,23-10-2024,2024,oct,43,450,0.37
L3,24-10-2024,2024,oct,43,240,0.71
L3,24-10-2024,2024,oct,43,450,0.46
L3,25-10-2024,2024,oct,43,450,0.62
L3,28-10-2024,2024,oct,44,450,0.37
L3,29-10-2024,2024,oct,44,450,0.55
L3,29-10-2024,2024,oct,44,450,0.32
L3,30-10-2024,2024,oct,44,450,0.64
L3,30-10-2024,2024,oct,44,450,0.62
L3,26-10-2024,2024,oct,43,450,0.65
L3,02-11-2024,2024,nov,44,450,0.54
L3,04-11-2024,2024,nov,45,450,0.52
L3,04-11-2024,2024,nov,45,390,0.60
L3,05-11-2024,2024,nov,45,450,0.66
L3,05-11-2024,2024,nov,45,450,0.61
L3,06-11-2024,2024,nov,45,450,0.63
L3,07-11-2024,2024,nov,45,540,0.58
L3,15-11-2024,2024,nov,46,450,0.51
L3,15-11-2024,2024,nov,46,450,0.69
L3,16-11-2024,2024,nov,46,390,0.45
L3,16-11-2024,2024,nov,46,450,0.09
L3,18-11-2024,2024,nov,47,450,0.67
L3,22-11-2024,2024,nov,47,450,0.69
L3,22-11-2024,2024,nov,47,450,0.61
L3,27-11-2024,2024,nov,48,300,0.57
L3,28-11-2024,2024,nov,48,450,0.66
L3,28-11-2024,2024,nov,48,450,0.68
L3,29-11-2024,2024,nov,48,240,0.51
L3,30-11-2024,2024,nov,48,360,0.63
L3,30-11-2024,2024,nov,48,450,0.62
L3,02-12-2024,2024,dic,49,450,0.68
L3,02-12-2024,2024,dic,49,390,0.60
L3,02-12-2024,2024,dic,49,540,0.63
L3,03-12-2024,2024,dic,49,450,0.65
L3,03-12-2024,2024,dic,49,450,0.56
L3,03-12-2024,2024,dic,49,540,0.75
L3,04-12-2024,2024,dic,49,570,0.64
L3,04-12-2024,2024,dic,49,450,0.71
L3,06-12-2024,2024,dic,49,480,0.64
L3,07-12-2024,2024,dic,49,390,0.64
L3,07-12-2024,2024,dic,49,450,0.60
L3,09-12-2024,2024,dic,50,450,0.42
L3,09-12-2024,2024,dic,50,390,0.44
L3,09-12-2024,2024,dic,50,540,0.66
L3,10-12-2024,2024,dic,50,450,0.67
L3,10-12-2024,2024,dic,50,450,0.81
L3,11-12-2024,2024,dic,50,450,0.53
L3,11-12-2024,2024,dic,50,450,0.63
L3,11-12-2024,2024,dic,50,540,0.62
L3,12-12-2024,2024,dic,50,450,0.56
L3,12-12-2024,2024,dic,50,450,0.57
L3,13-12-2024,2024,dic,50,450,0.43
L3,13-12-2024,2024,dic,50,450,0.74
L3,14-12-2024,2024,dic,50,390,0.59
L3,14-12-2024,2024,dic,50,450,0.53
L3,16-12-2024,2024,dic,51,450,0.57
L3,16-12-2024,2024,dic,51,390,0.53
L3,17-12-2024,2024,dic,51,450,0.55
L3,17-12-2024,2024,dic,51,450,0.51
L3,18-12-2024,2024,dic,51,450,0.64
L3,18-12-2024,2024,dic,51,450,0.50
L3,19-12-2024,2024,dic,51,450,0.73
L3,19-12-2024,2024,dic,51,450,0.67
L3,20-12-2024,2024,dic,51,450,0.54
L3,20-12-2024,2024,dic,51,450,0.54
L3,21-12-2024,2024,dic,51,330,0.56
L3,21-12-2024,2024,dic,51,450,0.60
L3,22-12-2024,2024,dic,51,450,0.67
L3,23-12-2024,2024,dic,52,450,0.58
L3,23-12-2024,2024,dic,52,390,0.61
L3,24-12-2024,2024,dic,52,450,0.46
L3,24-12-2024,2024,dic,52,450,0.32
L3,26-12-2024,2024,dic,52,450,0.67
L3,26-12-2024,2024,dic,52,330,0.52
L3,27-12-2024,2024,dic,52,450,0.64
L3,27-12-2024,2024,dic,52,450,0.51
L3,28-12-2024,2024,dic,52,180,0.74
L3,28-12-2024,2024,dic,52,450,0.50
L3,30-12-2024,2024,dic,53,450,0.47
L3,30-12-2024,2024,dic,53,390,0.57
L3,31-12-2024,2024,dic,53,450,0.63
L3,31-12-2024,2024,dic,53,450,0.65
L3,02-01-2025,2025,ene,1,450,0.45
L3,03-01-2025,2025,ene,1,450,0.36
L3,03-01-2025,2025,ene,1,450,0.56
L3,04-01-2025,2025,ene,1,330,0.70
L3,04-01-2025,2025,ene,1,450,0.65
L3,06-01-2025,2025,ene,2,450,0.52
L3,07-01-2025,2025,ene,2,450,0.42
L3,07-01-2025,2025,ene,2,450,0.63
L3,08-01-2025,2025,ene,2,360,0.50
L3,09-01-2025,2025,ene,2,450,0.55
L3,09-01-2025,2025,ene,2,450,0.56
L3,10-01-2025,2025,ene,2,450,0.52
L3,11-01-2025,2025,ene,2,390,0.46
L3,11-01-2025,2025,ene,2,450,0.69
L3,13-01-2025,2025,ene,3,450,0.58
L3,14-01-2025,2025,ene,3,450,0.61
L3,14-01-2025,2025,ene,3,450,0.64
L3,15-01-2025,2025,ene,3,450,0.62
L3,16-01-2025,2025,ene,3,450,0.63
L3,16-01-2025,2025,ene,3,450,0.58
L3,17-01-2025,2025,ene,3,450,0.24
L3,19-01-2025,2025,ene,3,540,0.49
L3,19-01-2025,2025,ene,3,450,0.59
L3,20-01-2025,2025,ene,4,510,0.38
L3,20-01-2025,2025,ene,4,390,0.15
L3,21-01-2025,2025,ene,4,510,0.60
L3,21-01-2025,2025,ene,4,450,0.46
L3,22-01-2025,2025,ene,4,450,0.60
L3,22-01-2025,2025,ene,4,450,0.54
L3,23-01-2025,2025,ene,4,450,0.67
L3,23-01-2025,2025,ene,4,450,0.59
L3,24-01-2025,2025,ene,4,450,0.57
L3,24-01-2025,2025,ene,4,450,0.51
L3,25-01-2025,2025,ene,4,330,0.74
L3,25-01-2025,2025,ene,4,450,0.63
L3,27-01-2025,2025,ene,5,450,0.57
L3,28-01-2025,2025,ene,5,450,0.68
L3,28-01-2025,2025,ene,5,270,0.60
L3,29-01-2025,2025,ene,5,450,0.68
L3,29-01-2025,2025,ene,5,450,0.48
L3,30-01-2025,2025,ene,5,450,0.53
L3,31-01-2025,2025,ene,5,450,0.62
L3,03-02-2025,2025,feb,6,450,0.67
L3,03-02-2025,2025,feb,6,390,0.44
L3,04-02-2025,2025,feb,6,450,0.55
L3,05-02-2025,2025,feb,6,510,0.50
L3,05-02-2025,2025,feb,6,450,0.47
L3,06-02-2025,2025,feb,6,450,0.72
L3,07-02-2025,2025,feb,6,450,0.36
L3,07-02-2025,2025,feb,6,450,0.59
L3,08-02-2025,2025,feb,6,390,0.51
L3,10-02-2025,2025,feb,7,540,0.57
L3,11-02-2025,2025,feb,7,540,0.56
L3,12-02-2025,2025,feb,7,510,0.63
L3,13-02-2025,2025,feb,7,450,0.73
L3,13-02-2025,2025,feb,7,450,0.71
L3,14-02-2025,2025,feb,7,450,0.65
L3,14-02-2025,2025,feb,7,450,0.61
L3,15-02-2025,2025,feb,7,390,0.54
L3,16-02-2025,2025,feb,7,450,0.63
L3,17-02-2025,2025,feb,8,450,0.60
L3,18-02-2025,2025,feb,8,450,0.66
L3,18-02-2025,2025,feb,8,450,0.61
L3,19-02-2025,2025,feb,8,450,0.62
L3,20-02-2025,2025,feb,8,450,0.76
L3,20-02-2025,2025,feb,8,450,0.68
L3,21-02-2025,2025,feb,8,450,0.61
L4,10-07-2023,2023,jul,29,468,0.43
L4,11-07-2023,2023,jul,29,462,0.34
L4,11-07-2023,2023,jul,29,462,0.47
L4,12-07-2023,2023,jul,29,462,0.35
L4,12-07-2023,2023,jul,29,474,0.49
L4,13-07-2023,2023,jul,29,342,0.24
L4,13-07-2023,2023,jul,29,468,0.35
L4,14-07-2023,2023,jul,29,462,0.54
L4,14-07-2023,2023,jul,29,462,0.40
L4,15-07-2023,2023,jul,29,468,0.41
L4,15-07-2023,2023,jul,29,468,0.42
L4,25-07-2023,2023,jul,31,900,0.49
L4,24-07-2023,2023,jul,31,450,0.48
L4,26-07-2023,2023,jul,31,450,0.50
L4,17-07-2023,2023,jul,30,4500,0.40
L4,07-08-2023,2023,ago,33,450,0.53
L4,08-08-2023,2023,ago,33,450,0.52
L4,09-08-2023,2023,ago,33,450,0.44
L4,10-08-2023,2023,ago,33,450,0.33
L4,11-08-2023,2023,ago,33,450,0.45
L4,12-08-2023,2023,ago,33,450,0.41
L4,16-08-2023,2023,ago,34,450,0.54
L4,17-08-2023,2023,ago,34,319.3,0.66
L4,18-08-2023,2023,ago,34,450,0.48
L4,19-08-2023,2023,ago,34,450,0.56
L4,21-08-2023,2023,ago,35,450,0.46
L4,22-08-2023,2023,ago,35,450,0.54
L4,23-08-2023,2023,ago,35,450,0.49
L4,24-08-2023,2023,ago,35,450,0.37
L4,25-08-2023,2023,ago,35,900,0.54
L4,28-08-2023,2023,ago,36,450,0.49
L4,29-08-2023,2023,ago,36,450,0.63
L4,30-08-2023,2023,ago,36,450,0.59
L4,31-08-2023,2023,ago,36,450,0.38
L4,01-09-2023,2023,sept,36,450,0.45
L4,02-09-2023,2023,sept,36,900,0.51
L4,04-09-2023,2023,sept,37,450,0.58
L4,05-09-2023,2023,sept,37,900,0.51
L4,06-09-2023,2023,sept,37,900,0.44
L4,07-09-2023,2023,sept,37,900,0.60
L4,08-09-2023,2023,sept,37,900,0.37
L4,09-09-2023,2023,sept,37,450,0.43
L4,11-09-2023,2023,sept,38,450,0.25
L4,12-09-2023,2023,sept,38,450,0.37
L4,13-09-2023,2023,sept,38,450,0.24
L4,14-09-2023,2023,sept,38,450,0.54
L4,15-09-2023,2023,sept,38,450,0.38
L4,20-09-2023,2023,sept,39,450,0.27
L4,21-09-2023,2023,sept,39,900,0.40
L4,22-09-2023,2023,sept,39,900,0.60
L4,23-09-2023,2023,sept,39,450,0.39
L4,25-09-2023,2023,sept,40,450,0.41
L4,26-09-2023,2023,sept,40,900,0.50
L4,27-09-2023,2023,sept,40,900,0.52
L4,28-09-2023,2023,sept,40,464.4,0.42
L4,29-09-2023,2023,sept,40,508.2,0.25
L4,30-09-2023,2023,sept,40,457.8,0.37
L4,02-10-2023,2023,oct,41,450,0.53
L4,03-10-2023,2023,oct,41,493.2,0.38
L4,04-10-2023,2023,oct,41,518.4,0.42
L4,05-10-2023,2023,oct,41,900,0.53
L4,06-10-2023,2023,oct,41,900,0.36
L4,07-10-2023,2023,oct,41,900,0.52
L4,13-10-2023,2023,oct,42,450,0.49
L4,14-10-2023,2023,oct,42,900,0.46
L4,16-10-2023,2023,oct,43,1020,0.42
L4,17-10-2023,2023,oct,43,1020,0.42
L4,18-10-2023,2023,oct,43,900,0.39
L4,19-10-2023,2023,oct,43,900,0.59
L4,20-10-2023,2023,oct,43,480,0.45
L4,21-10-2023,2023,oct,43,900,0.47
L4,23-10-2023,2023,oct,44,487.8,0.36
L4,24-10-2023,2023,oct,44,472.8,0.48
L4,25-10-2023,2023,oct,44,450,0.48
L4,25-10-2023,2023,oct,44,450,0.65
L4,26-10-2023,2023,oct,44,450,0.46
L4,26-10-2023,2023,oct,44,450,0.57
L4,31-10-2023,2023,oct,45,450,0.45
L4,30-10-2023,2023,oct,45,450,0.41
L4,31-10-2023,2023,oct,45,450,0.50
L4,02-11-2023,2023,nov,45,450,0.74
L4,02-11-2023,2023,nov,45,450,0.38
L4,03-11-2023,2023,nov,45,450,0.53
L4,04-11-2023,2023,nov,45,450,0.48
L4,06-11-2023,2023,nov,46,450,0.66
L4,07-11-2023,2023,nov,46,450,0.59
L4,10-11-2023,2023,nov,46,450,0.40
L4,08-11-2023,2023,nov,46,450,0.54
L4,09-11-2023,2023,nov,46,450,0.51
L4,09-11-2023,2023,nov,46,450,0.61
L4,10-11-2023,2023,nov,46,450,0.43
L4,11-11-2023,2023,nov,46,450,0.68
L4,11-11-2023,2023,nov,46,450,0.65
L4,13-11-2023,2023,nov,47,450,0.48
L4,14-11-2023,2023,nov,47,450,0.46
L4,14-11-2023,2023,nov,47,450,0.39
L4,15-11-2023,2023,nov,47,450,0.55
L4,15-11-2023,2023,nov,47,450,0.47
L4,16-11-2023,2023,nov,47,450,0.51
L4,17-11-2023,2023,nov,47,450,0.47
L4,18-11-2023,2023,nov,47,450,0.67
L4,20-11-2023,2023,nov,48,450,0.64
L4,20-11-2023,2023,nov,48,450,0.49
L4,21-11-2023,2023,nov,48,450,0.66
L4,21-11-2023,2023,nov,48,450,0.53
L4,22-11-2023,2023,nov,48,450,0.64
L4,22-11-2023,2023,nov,48,450,0.63
L4,23-11-2023,2023,nov,48,450,0.66
,,1900,ene,1,,
L4,24-11-2023,2023,nov,48,450,0.54
,,1900,ene,1,,
L4,25-11-2023,2023,nov,48,450,0.67
L4,25-11-2023,2023,nov,48,450,0.63
L4,27-11-2023,2023,nov,49,450,0.36
L4,28-11-2023,2023,nov,49,450,0.47
L4,29-11-2023,2023,nov,49,450,0.63
L4,30-11-2023,2023,nov,49,450,0.61
L4,01-12-2023,2023,dic,49,450,0.58
L4,01-12-2023,2023,dic,49,450,0.55
L4,02-12-2023,2023,dic,49,450,0.37
L4,02-12-2023,2023,dic,49,450,0.37
L4,05-12-2023,2023,dic,50,450,0.53
L4,05-12-2023,2023,dic,50,450,0.46
L4,06-12-2023,2023,dic,50,450,0.70
L4,07-12-2023,2023,dic,50,450,0.53
L4,04-12-2023,2023,dic,50,450,0.71
L4,11-12-2023,2023,dic,51,264,0.26
L4,12-12-2023,2023,dic,51,450,0.38
L4,13-12-2023,2023,dic,51,450,0.63
L4,14-12-2023,2023,dic,51,450,0.46
L4,15-12-2023,2023,dic,51,450,0.36
L4,15-12-2023,2023,dic,51,450,0.44
L4,16-12-2023,2023,dic,51,450,0.43
L4,16-12-2023,2023,dic,51,450,0.33
L4,11-12-2023,2023,dic,51,264,0.26
L4,12-12-2023,2023,dic,51,450,0.38
L4,13-12-2023,2023,dic,51,450,0.63
L4,14-12-2023,2023,dic,51,450,0.46
L4,15-12-2023,2023,dic,51,450,0.36
L4,15-12-2023,2023,dic,51,450,0.44
L4,16-12-2023,2023,dic,51,450,0.43
L4,16-12-2023,2023,dic,51,450,0.33
L4,18-12-2023,2023,dic,52,450,0.60
L4,19-12-2023,2023,dic,52,450,0.35
L4,19-12-2023,2023,dic,52,450,0.45
L4,20-12-2023,2023,dic,52,450,0.57
L4,20-12-2023,2023,dic,52,450,0.54
L4,21-12-2023,2023,dic,52,450,0.50
L4,21-12-2023,2023,dic,52,450,0.60
L4,22-12-2023,2023,dic,52,464,0.44
L4,23-12-2023,2023,dic,52,450,0.36
L4,23-12-2023,2023,dic,52,450,0.40
L4,26-12-2023,2023,dic,53,450,0.43
L4,27-12-2023,2023,dic,53,509,0.74
L4,27-12-2023,2023,dic,53,450,0.27
L4,28-12-2023,2023,dic,53,533,0.55
L4,28-12-2023,2023,dic,53,450,0.49
L4,29-12-2023,2023,dic,53,450,0.33
L4,29-12-2023,2023,dic,53,450,0.48
L4,30-12-2023,2023,dic,53,450,0.50
L4,30-12-2023,2023,dic,53,450,0.53
L4,03-01-2024,2024,ene,1,450,0.50
L4,04-01-2024,2024,ene,1,508,0.48
L4,05-01-2024,2024,ene,1,463,0.62
L4,06-01-2024,2024,ene,1,450,0.38
L4,08-01-2024,2024,ene,2,450,0.61
L4,08-01-2024,2024,ene,2,450,0.34
L4,09-01-2024,2024,ene,2,531,0.54
L4,09-01-2024,2024,ene,2,316,0.35
L4,10-01-2024,2024,ene,2,526,0.54
L4,10-01-2024,2024,ene,2,450,0.42
L4,12-01-2024,2024,ene,2,450,0.49
L4,12-01-2024,2024,ene,2,450,0.37
L4,16-01-2024,2024,ene,3,319,0.30
L4,16-01-2024,2024,ene,3,540,0.61
L4,18-01-2024,2024,ene,3,450,0.63
L4,19-01-2024,2024,ene,3,105,0.38
L4,19-01-2024,2024,ene,3,450,0.31
L4,20-01-2024,2024,ene,3,423,0.50
L4,21-01-2024,2024,ene,3,416,0.44
L4,22-01-2024,2024,ene,4,520,0.49
L4,23-01-2024,2024,ene,4,520,0.41
L4,23-01-2024,2024,ene,4,450,0.63
L4,24-01-2024,2024,ene,4,425,0.52
L4,24-01-2024,2024,ene,4,450,0.29
L4,25-01-2024,2024,ene,4,428,0.49
L4,25-01-2024,2024,ene,4,450,0.36
L4,26-01-2024,2024,ene,4,434,0.68
L4,26-01-2024,2024,ene,4,450,0.39
L4,27-01-2024,2024,ene,4,390,0.61
L4,29-01-2024,2024,ene,5,540,0.54
L4,29-01-2024,2024,ene,5,450,0.44
L4,30-01-2024,2024,ene,5,540,0.46
L4,31-01-2024,2024,ene,5,541,0.58
L4,01-02-2024,2024,feb,5,540,0.53
L4,01-02-2024,2024,feb,5,450,0.47
L4,02-02-2024,2024,feb,5,540,0.61
L4,02-02-2024,2024,feb,5,450,0.32
L4,03-02-2024,2024,feb,5,450,0.43
L4,04-02-2024,2024,feb,5,450,0.25
L4,04-02-2024,2024,feb,5,540,0.65
L4,05-02-2024,2024,feb,6,450,0.55
L4,05-02-2024,2024,feb,6,450,0.63
L4,06-02-2024,2024,feb,6,450,0.49
L4,06-02-2024,2024,feb,6,450,0.34
L4,07-02-2024,2024,feb,6,510,0.48
L4,07-02-2024,2024,feb,6,450,0.46
L4,08-02-2024,2024,feb,6,450,0.46
L4,09-02-2024,2024,feb,6,450,0.48
L4,10-02-2024,2024,feb,6,450,0.47
L4,12-02-2024,2024,feb,7,450,0.54
L4,12-02-2024,2024,feb,7,450,0.38
L4,13-02-2024,2024,feb,7,430,0.42
L4,13-02-2024,2024,feb,7,450,0.35
L4,14-02-2024,2024,feb,7,405,0.60
L4,14-02-2024,2024,feb,7,450,0.48
L4,15-02-2024,2024,feb,7,425,0.38
L4,15-02-2024,2024,feb,7,450,0.31
L4,16-02-2024,2024,feb,7,426,0.63
L4,16-02-2024,2024,feb,7,450,0.64
L4,17-02-2024,2024,feb,7,403,0.53
L4,17-02-2024,2024,feb,7,450,0.43
L4,19-02-2024,2024,feb,8,450,0.57
L4,19-02-2024,2024,feb,8,450,0.51
L4,20-02-2024,2024,feb,8,450,0.60
L4,20-02-2024,2024,feb,8,390,0.47
L4,21-02-2024,2024,feb,8,450,0.27
L4,21-02-2024,2024,feb,8,420,0.61
L4,22-02-2024,2024,feb,8,450,0.49
L4,22-02-2024,2024,feb,8,420,0.37
L4,23-02-2024,2024,feb,8,450,0.42
L4,23-02-2024,2024,feb,8,420,0.55
L4,24-02-2024,2024,feb,8,450,0.54
L4,24-02-2024,2024,feb,8,420,0.54
L4,26-02-2024,2024,feb,9,549,0.29
L4,27-02-2024,2024,feb,9,405,0.49
L4,27-02-2024,2024,feb,9,450,0.34
L4,28-02-2024,2024,feb,9,450,0.36
L4,28-02-2024,2024,feb,9,450,0.33
L4,29-02-2024,2024,feb,9,335,0.55
L4,01-03-2024,2024,mar,9,420,0.66
L4,01-03-2024,2024,mar,9,270,0.58
L4,02-03-2024,2024,mar,9,410,0.57
L4,02-03-2024,2024,mar,9,400,0.31
L4,04-03-2024,2024,mar,10,450,0.44
L4,05-03-2024,2024,mar,10,450,0.55
L4,05-03-2024,2024,mar,10,410,0.46
L4,06-03-2024,2024,mar,10,450,0.46
L4,06-03-2024,2024,mar,10,450,0.33
L4,07-03-2024,2024,mar,10,450,0.49
L4,07-03-2024,2024,mar,10,450,0.32
L4,08-03-2024,2024,mar,10,450,0.52
L4,08-03-2024,2024,mar,10,450,0.54
L4,09-03-2024,2024,mar,10,450,0.39
L4,11-03-2024,2024,mar,11,450,0.42
L4,12-03-2024,2024,mar,11,450,0.61
L4,12-03-2024,2024,mar,11,450,0.42
L4,13-03-2024,2024,mar,11,450,0.55
L4,13-03-2024,2024,mar,11,450,0.41
L4,14-03-2024,2024,mar,11,405,0.51
L4,15-03-2024,2024,mar,11,450,0.40
L4,16-03-2024,2024,mar,11,450,0.47
L4,16-03-2024,2024,mar,11,450,0.39
L4,18-03-2024,2024,mar,12,390,0.38
L4,19-03-2024,2024,mar,12,450,0.46
L4,19-03-2024,2024,mar,12,450,0.37
L4,20-03-2024,2024,mar,12,510,0.55
L4,21-03-2024,2024,mar,12,540,0.73
L4,21-03-2024,2024,mar,12,450,0.58
L4,22-03-2024,2024,mar,12,450,0.56
L4,22-03-2024,2024,mar,12,450,0.26
L4,23-03-2024,2024,mar,12,450,0.15
L4,23-03-2024,2024,mar,12,450,0.56
L4,26-03-2024,2024,mar,13,380,0.47
L4,27-03-2024,2024,mar,13,450,0.64
L4,28-03-2024,2024,mar,13,395,0.47
L4,01-04-2024,2024,abr,14,540,0.48
L4,02-04-2024,2024,abr,14,450,0.56
L4,02-04-2024,2024,abr,14,450,0.44
L4,03-04-2024,2024,abr,14,533,0.68
L4,03-04-2024,2024,abr,14,450,0.39
L4,04-04-2024,2024,abr,14,482,0.65
L4,05-04-2024,2024,abr,14,450,0.52
L4,05-04-2024,2024,abr,14,496,0.46
L4,06-04-2024,2024,abr,14,450,0.44
L4,08-04-2024,2024,abr,15,510,0.41
L4,09-04-2024,2024,abr,15,450,0.73
L4,09-04-2024,2024,abr,15,450,0.49
L4,10-04-2024,2024,abr,15,510,0.42
L4,10-04-2024,2024,abr,15,450,0.26
L4,11-04-2024,2024,abr,15,540,0.31
L4,11-04-2024,2024,abr,15,450,0.20
L4,12-04-2024,2024,abr,15,480,0.66
L4,12-04-2024,2024,abr,15,450,0.36
L4,13-04-2024,2024,abr,15,450,0.42
L4,13-04-2024,2024,abr,15,450,0.64
L4,15-04-2024,2024,abr,16,540,0.51
L4,16-04-2024,2024,abr,16,520,0.49
L4,17-04-2024,2024,abr,16,480,0.46
L4,17-04-2024,2024,abr,16,450,0.47
L4,18-04-2024,2024,abr,16,450,0.55
L4,18-04-2024,2024,abr,16,450,0.38
L4,19-04-2024,2024,abr,16,450,0.51
L4,19-04-2024,2024,abr,16,450,0.31
L4,20-04-2024,2024,abr,16,450,0.62
L4,20-04-2024,2024,abr,16,450,0.58
L4,22-04-2024,2024,abr,17,450,0.58
L4,23-04-2024,2024,abr,17,540,0.44
L4,25-04-2024,2024,abr,17,450,0.56
L4,25-04-2024,2024,abr,17,450,0.44
L4,26-04-2024,2024,abr,17,450,0.47
L4,26-04-2024,2024,abr,17,450,0.38
L4,27-04-2024,2024,abr,17,450,0.65
L4,27-04-2024,2024,abr,17,450,0.55
L4,29-04-2024,2024,abr,18,450,0.35
L4,30-04-2024,2024,abr,18,450,0.52
L4,02-05-2024,2024,may,18,450,0.37
L4,03-05-2024,2024,may,18,450,0.54
L4,04-05-2024,2024,may,18,330,0.46
L4,06-05-2024,2024,may,19,450,0.49
L4,07-05-2024,2024,may,19,450,0.64
L4,08-05-2024,2024,may,19,450,0.66
L4,09-05-2024,2024,may,19,450,0.43
L4,10-05-2024,2024,may,19,450,0.41
L4,13-05-2024,2024,may,20,450,0.55
L4,14-05-2024,2024,may,20,165,0.54
L4,15-05-2024,2024,may,20,240,0.42
L4,16-05-2024,2024,may,20,450,0.60
L4,17-05-2024,2024,may,20,495,0.61
L4,20-05-2024,2024,may,21,450,0.56
L4,22-05-2024,2024,may,21,450,0.63
L4,22-05-2024,2024,may,21,450,0.54
L4,23-05-2024,2024,may,21,450,0.39
L4,23-05-2024,2024,may,21,450,0.44
L4,24-05-2024,2024,may,21,450,0.56
L4,24-05-2024,2024,may,21,450,0.40
L4,25-05-2024,2024,may,21,330,0.67
L4,25-05-2024,2024,may,21,450,0.61
L4,27-05-2024,2024,may,22,450,0.40
L4,28-05-2024,2024,may,22,450,0.48
L4,28-05-2024,2024,may,22,450,0.37
L4,29-05-2024,2024,may,22,450,0.50
L4,29-05-2024,2024,may,22,150,0.26
L4,30-05-2024,2024,may,22,450,0.58
L4,30-05-2024,2024,may,22,450,0.29
L4,31-05-2024,2024,may,22,450,0.68
L4,31-05-2024,2024,may,22,450,0.57
L4,01-06-2024,2024,jun,22,390,0.77
L4,03-06-2024,2024,jun,23,450,0.61
L4,04-06-2024,2024,jun,23,450,0.53
L4,04-06-2024,2024,jun,23,450,0.38
L4,05-06-2024,2024,jun,23,450,0.55
L4,05-06-2024,2024,jun,23,450,0.53
L4,06-06-2024,2024,jun,23,450,0.36
L4,06-06-2024,2024,jun,23,450,0.31
L4,07-06-2024,2024,jun,23,450,0.68
L4,13-06-2024,2024,jun,24,450,0.57
L4,13-06-2024,2024,jun,24,450,0.37
L4,14-06-2024,2024,jun,24,450,0.57
L4,14-06-2024,2024,jun,24,450,0.26
L4,15-06-2024,2024,jun,24,390,0.43
L4,15-06-2024,2024,jun,24,450,0.54
L4,17-06-2024,2024,jun,25,390,0.54
L4,18-06-2024,2024,jun,25,450,0.63
L4,19-06-2024,2024,jun,25,450,0.71
L4,21-06-2024,2024,jun,25,450,0.74
L4,22-06-2024,2024,jun,25,390,0.28
L4,24-06-2024,2024,jun,26,450,0.49
L4,25-06-2024,2024,jun,26,480,0.55
L4,26-06-2024,2024,jun,26,450,0.66
L4,27-06-2024,2024,jun,26,450,0.62
L4,01-07-2024,2024,jul,27,450,0.55
L4,02-07-2024,2024,jul,27,450,0.64
L4,03-07-2024,2024,jul,27,450,0.47
L4,04-07-2024,2024,jul,27,450,0.45
L4,05-07-2024,2024,jul,27,390,0.43
L4,06-07-2024,2024,jul,27,390,0.60
L4,09-07-2024,2024,jul,28,450,0.54
L4,09-07-2024,2024,jul,28,210,0.53
L4,10-07-2024,2024,jul,28,450,0.59
L4,11-07-2024,2024,jul,28,540,0.49
L4,12-07-2024,2024,jul,28,510,0.39
L4,13-07-2024,2024,jul,28,420,0.63
L4,15-07-2024,2024,jul,29,450,0.59
L4,17-07-2024,2024,jul,29,450,0.57
L4,18-07-2024,2024,jul,29,450,0.54
L4,29-07-2024,2024,jul,31,390,0.55
L4,30-07-2024,2024,jul,31,540,0.59
L4,31-07-2024,2024,jul,31,450,0.37
L4,01-08-2024,2024,ago,31,450,0.52
L4,01-08-2024,2024,ago,31,450,0.49
L4,02-08-2024,2024,ago,31,450,0.48
L4,02-08-2024,2024,ago,31,450,0.57
L4,03-08-2024,2024,ago,31,390,0.65
L4,05-08-2024,2024,ago,32,480,0.60
L4,06-08-2024,2024,ago,32,450,0.64
L4,07-08-2024,2024,ago,32,450,0.53
L4,08-08-2024,2024,ago,32,450,0.46
L4,09-08-2024,2024,ago,32,450,0.56
L4,10-08-2024,2024,ago,32,253,0.15
L4,12-08-2024,2024,ago,33,324,0.53
L4,13-08-2024,2024,ago,33,450,0.65
L4,13-08-2024,2024,ago,33,450,0.51
L4,14-08-2024,2024,ago,33,450,0.40
L4,14-08-2024,2024,ago,33,450,0.48
L4,16-08-2024,2024,ago,33,450,0.58
L4,16-08-2024,2024,ago,33,300,0.49
L4,17-08-2024,2024,ago,33,450,0.56
L4,19-08-2024,2024,ago,34,450,0.46
L4,20-08-2024,2024,ago,34,450,0.52
L4,21-08-2024,2024,ago,34,450,0.68
L4,22-08-2024,2024,ago,34,450,0.72
L4,22-08-2024,2024,ago,34,450,0.63
L4,23-08-2024,2024,ago,34,450,0.62
L4,24-08-2024,2024,ago,34,390,0.66
